Project_ID,Project_Name,Location,Energy_Generated_kWh,Weather_Score,Grid_Emission_Factor,CO2_Reduced_tons
SOL0166,Solar Project Solapur 166,Solapur,8980,0.96,0.8,7.15
SOL0167,Solar Project Nashik 167,Nashik,8084,0.91,0.79,6.41
WIND0079,Wind Farm Mumbai 79,Mumbai,14018,0.77,0.82,11.49
SOL0168,Solar Project Pune 168,Pune,8767,0.87,0.81,7.13
BIO0025,BioEnergy Nashik 25,Nashik,4790,0.87,0.88,4.2
BIO0026,BioEnergy Pune 26,Pune,3547,0.85,0.82,2.9
SOL0169,Solar Project Pune 169,Pune,9064,0.81,0.82,7.43
WIND0080,Wind Farm Nashik 80,Nashik,11483,0.79,0.83,9.58
BIO0027,BioEnergy Jalgaon 27,Jalgaon,3437,0.92,0.84,2.89
HYDRO0049,Hydro Station Nagpur 49,Nagpur,7065,0.73,0.8,5.66
SOL0170,Solar Project Aurangabad 170,Aurangabad,7437,0.89,0.82,6.11
SOL0171,Solar Project Nashik 171,Nashik,11622,0.84,0.81,9.39
FOR0036,Afforestation Thane 36,Thane,0,0.69,0.7,10.39
SOL0172,Solar Project Satara 172,Satara,6866,0.85,0.83,5.68
WIND0081,Wind Farm Ratnagiri 81,Ratnagiri,11953,0.71,0.79,9.43
SOL0173,Solar Project Thane 173,Thane,5067,0.82,0.79,4.03
FOR0037,Afforestation Nashik 37,Nashik,0,0.71,0.7,8.49
BIO0028,BioEnergy Sangli 28,Sangli,5496,0.89,0.83,4.54
WIND0082,Wind Farm Nashik 82,Nashik,10560,0.76,0.81,8.52
HYDRO0050,Hydro Station Satara 50,Satara,8832,0.75,0.81,7.14
HYDRO0051,Hydro Station Nagpur 51,Nagpur,9475,0.77,0.8,7.59
SOL0174,Solar Project Satara 174,Satara,7120,0.86,0.86,6.14
SOL0175,Solar Project Kolhapur 175,Kolhapur,11004,0.86,0.79,8.65
WIND0083,Wind Farm Kolhapur 83,Kolhapur,12151,0.79,0.79,9.62
FOR0038,Afforestation Ratnagiri 38,Ratnagiri,0,0.75,0.7,10.89
HYDRO0052,Hydro Station Nagpur 52,Nagpur,6932,0.73,0.79,5.46
HYDRO0053,Hydro Station Nashik 53,Nashik,11694,0.75,0.82,9.55
SOL0176,Solar Project Thane 176,Thane,9639,0.84,0.82,7.89
SOL0177,Solar Project Kolhapur 177,Kolhapur,8788,0.91,0.79,6.93
SOL0178,Solar Project Mumbai 178,Mumbai,9012,0.88,0.82,7.36
WIND0084,Wind Farm Nashik 84,Nashik,11909,0.73,0.78,9.3
BIO0029,BioEnergy Nashik 29,Nashik,2406,0.86,0.86,2.08
WIND0085,Wind Farm Pune 85,Pune,12134,0.76,0.86,10.44
WIND0086,Wind Farm Sindhudurg 86,Sindhudurg,11992,0.71,0.81,9.71
SOL0179,Solar Project Solapur 179,Solapur,10393,0.9,0.81,8.44
SOL0180,Solar Project Mumbai 180,Mumbai,11955,0.87,0.8,9.55
SOL0181,Solar Project Mumbai 181,Mumbai,10546,0.89,0.79,8.36
WIND0087,Wind Farm Satara 87,Satara,11690,0.73,0.82,9.53
SOL0182,Solar Project Solapur 182,Solapur,11397,0.75,0.78,8.95
SOL0183,Solar Project Nashik 183,Nashik,9697,0.88,0.79,7.69
WIND0088,Wind Farm Ahmednagar 88,Ahmednagar,12711,0.66,0.82,10.38
SOL0184,Solar Project Latur 184,Latur,8705,0.88,0.8,6.96
WIND0089,Wind Farm Nashik 89,Nashik,13864,0.82,0.81,11.26
SOL0185,Solar Project Thane 185,Thane,9292,0.87,0.79,7.32
SOL0186,Solar Project Mumbai 186,Mumbai,9707,0.86,0.79,7.67
SOL0187,Solar Project Solapur 187,Solapur,7215,0.8,0.77,5.56
BIO0030,BioEnergy Kolhapur 30,Kolhapur,4609,0.87,0.86,3.98
WIND0090,Wind Farm Nashik 90,Nashik,11767,0.63,0.83,9.74
SOL0188,Solar Project Nashik 188,Nashik,9703,0.93,0.83,8.08
HYDRO0054,Hydro Station Aurangabad 54,Aurangabad,8809,0.78,0.78,6.91
SOL0189,Solar Project Amravati 189,Amravati,6461,0.8,0.8,5.15
SOL0190,Solar Project Aurangabad 190,Aurangabad,12259,0.9,0.86,10.58
SOL0191,Solar Project Nashik 191,Nashik,11024,0.74,0.81,8.98
WIND0091,Wind Farm Ahmednagar 91,Ahmednagar,14644,0.74,0.83,12.2
SOL0192,Solar Project Aurangabad 192,Aurangabad,9873,0.9,0.76,7.53
HYDRO0055,Hydro Station Aurangabad 55,Aurangabad,7649,0.79,0.8,6.09
SOL0193,Solar Project Nanded 193,Nanded,7706,0.85,0.8,6.14
SOL0194,Solar Project Mumbai 194,Mumbai,10205,0.93,0.82,8.32
HYDRO0056,Hydro Station Kolhapur 56,Kolhapur,7714,0.77,0.84,6.49
WIND0092,Wind Farm Ratnagiri 92,Ratnagiri,13070,0.75,0.8,10.39
FOR0039,Afforestation Kolhapur 39,Kolhapur,0,0.75,0.7,9.29
SOL0195,Solar Project Nanded 195,Nanded,4740,0.86,0.78,3.7
SOL0196,Solar Project Solapur 196,Solapur,7378,0.9,0.83,6.13
SOL0197,Solar Project Amravati 197,Amravati,6239,0.71,0.83,5.19
WIND0093,Wind Farm Ratnagiri 93,Ratnagiri,13751,0.73,0.8,11.07
FOR0040,Afforestation Kolhapur 40,Kolhapur,0,0.72,0.7,10.63
SOL0198,Solar Project Solapur 198,Solapur,7899,0.9,0.79,6.26
FOR0041,Afforestation Mumbai 41,Mumbai,0,0.75,0.7,11.14
BIO0031,BioEnergy Jalgaon 31,Jalgaon,5825,0.96,0.87,5.08
SOL0199,Solar Project Satara 199,Satara,9652,0.87,0.81,7.77
SOL0200,Solar Project Solapur 200,Solapur,8393,0.75,0.81,6.77
SOL0201,Solar Project Nashik 201,Nashik,11612,0.86,0.81,9.43
WIND0094,Wind Farm Nashik 94,Nashik,11602,0.83,0.81,9.46
SOL0202,Solar Project Nanded 202,Nanded,9843,0.91,0.84,8.27
SOL0203,Solar Project Satara 203,Satara,9859,0.87,0.8,7.89
SOL0204,Solar Project Amravati 204,Amravati,9595,0.83,0.82,7.87
BIO0032,BioEnergy Jalgaon 32,Jalgaon,4552,0.94,0.84,3.82
SOL0205,Solar Project Satara 205,Satara,7645,0.92,0.8,6.11
FOR0042,Afforestation Kolhapur 42,Kolhapur,0,0.73,0.7,8.68
FOR0043,Afforestation Ratnagiri 43,Ratnagiri,0,0.73,0.7,8.36
SOL0206,Solar Project Satara 206,Satara,4655,0.89,0.8,3.72
HYDRO0057,Hydro Station Pune 57,Pune,9334,0.77,0.83,7.73
BIO0033,BioEnergy Nashik 33,Nashik,5466,0.86,0.87,4.77
SOL0207,Solar Project Aurangabad 207,Aurangabad,8227,0.76,0.82,6.75
BIO0034,BioEnergy Nashik 34,Nashik,3136,0.85,0.88,2.76
BIO0035,BioEnergy Nashik 35,Nashik,6453,0.86,0.88,5.65
SOL0208,Solar Project Nanded 208,Nanded,7532,0.85,0.82,6.15
SOL0209,Solar Project Thane 209,Thane,11327,0.86,0.82,9.32
BIO0036,BioEnergy Sangli 36,Sangli,3055,0.88,0.84,2.57
SOL0210,Solar Project Satara 210,Satara,8063,0.91,0.84,6.81
HYDRO0058,Hydro Station Nashik 58,Nashik,8012,0.77,0.82,6.61
FOR0044,Afforestation Nashik 44,Nashik,0,0.67,0.7,11.33
HYDRO0059,Hydro Station Satara 59,Satara,8357,0.69,0.81,6.79
FOR0045,Afforestation Ratnagiri 45,Ratnagiri,0,0.68,0.7,7.4
SOL0211,Solar Project Kolhapur 211,Kolhapur,6424,0.72,0.83,5.33
BIO0037,BioEnergy Sangli 37,Sangli,7236,0.87,0.84,6.11
BIO0038,BioEnergy Sangli 38,Sangli,3809,0.84,0.85,3.23
BIO0039,BioEnergy Nashik 39,Nashik,5424,0.88,0.82,4.43
BIO0040,BioEnergy Nashik 40,Nashik,4048,0.88,0.88,3.54
SOL0212,Solar Project Amravati 212,Amravati,8826,0.76,0.78,6.87
FOR0046,Afforestation Mumbai 46,Mumbai,0,0.73,0.7,12.08
FOR0047,Afforestation Mumbai 47,Mumbai,0,0.66,0.7,9.58
HYDRO0060,Hydro Station Pune 60,Pune,11473,0.77,0.8,9.14
WIND0095,Wind Farm Kolhapur 95,Kolhapur,12901,0.74,0.81,10.47
SOL0213,Solar Project Thane 213,Thane,9337,0.87,0.79,7.36
WIND0096,Wind Farm Ratnagiri 96,Ratnagiri,14616,0.73,0.8,11.75
WIND0097,Wind Farm Nashik 97,Nashik,10784,0.76,0.81,8.73
SOL0214,Solar Project Pune 214,Pune,8584,0.84,0.79,6.82
FOR0048,Afforestation Thane 48,Thane,0,0.62,0.7,11.78
BIO0041,BioEnergy Jalgaon 41,Jalgaon,5945,0.94,0.85,5.02
SOL0215,Solar Project Satara 215,Satara,9525,0.9,0.8,7.61
WIND0098,Wind Farm Mumbai 98,Mumbai,10507,0.66,0.8,8.37
WIND0099,Wind Farm Mumbai 99,Mumbai,12383,0.73,0.84,10.38
SOL0216,Solar Project Nagpur 216,Nagpur,15000,0.8,0.8,12.02
SOL0217,Solar Project Solapur 217,Solapur,11547,0.83,0.79,9.15
BIO0042,BioEnergy Pune 42,Pune,4650,0.89,0.88,4.11
WIND0100,Wind Farm Satara 100,Satara,10828,0.75,0.81,8.75
FOR0049,Afforestation Ratnagiri 49,Ratnagiri,0,0.69,0.7,12.9
SOL0218,Solar Project Satara 218,Satara,8173,0.9,0.8,6.54
SOL0219,Solar Project Nashik 219,Nashik,4427,0.77,0.78,3.45
SOL0220,Solar Project Mumbai 220,Mumbai,8963,0.87,0.78,7.03
SOL0221,Solar Project Nagpur 221,Nagpur,9247,0.76,0.8,7.39
SOL0222,Solar Project Kolhapur 222,Kolhapur,9061,0.78,0.79,7.14
BIO0043,BioEnergy Kolhapur 43,Kolhapur,5296,0.91,0.82,4.36
SOL0223,Solar Project Kolhapur 223,Kolhapur,9649,0.83,0.82,7.94
HYDRO0061,Hydro Station Pune 61,Pune,8301,0.79,0.85,7.05
WIND0101,Wind Farm Nashik 101,Nashik,11459,0.77,0.82,9.39
FOR0050,Afforestation Ratnagiri 50,Ratnagiri,0,0.73,0.7,11.2
WIND0102,Wind Farm Ahmednagar 102,Ahmednagar,12962,0.73,0.82,10.57
SOL0224,Solar Project Latur 224,Latur,8314,0.87,0.81,6.73
WIND0103,Wind Farm Ahmednagar 103,Ahmednagar,9840,0.81,0.79,7.79
HYDRO0062,Hydro Station Nagpur 62,Nagpur,8301,0.66,0.87,7.24
WIND0104,Wind Farm Sindhudurg 104,Sindhudurg,12340,0.8,0.85,10.52
WIND0105,Wind Farm Pune 105,Pune,10747,0.81,0.81,8.66
BIO0044,BioEnergy Jalgaon 44,Jalgaon,3077,0.85,0.87,2.69
HYDRO0063,Hydro Station Aurangabad 63,Aurangabad,7919,0.79,0.83,6.56
HYDRO0064,Hydro Station Pune 64,Pune,12114,0.8,0.8,9.68
HYDRO0065,Hydro Station Aurangabad 65,Aurangabad,11359,0.73,0.83,9.4
SOL0225,Solar Project Pune 225,Pune,11419,0.78,0.81,9.29
HYDRO0066,Hydro Station Satara 66,Satara,9766,0.71,0.83,8.1
HYDRO0067,Hydro Station Aurangabad 67,Aurangabad,10362,0.68,0.83,8.62
HYDRO0068,Hydro Station Kolhapur 68,Kolhapur,12947,0.75,0.82,10.64
SOL0226,Solar Project Amravati 226,Amravati,8727,0.77,0.82,7.15
HYDRO0069,Hydro Station Nashik 69,Nashik,8115,0.74,0.83,6.74
SOL0227,Solar Project Amravati 227,Amravati,10659,0.84,0.8,8.58
SOL0228,Solar Project Thane 228,Thane,4992,0.83,0.78,3.91
HYDRO0070,Hydro Station Satara 70,Satara,10743,0.77,0.84,8.98
WIND0106,Wind Farm Satara 106,Satara,12220,0.69,0.83,10.09
HYDRO0071,Hydro Station Nashik 71,Nashik,7512,0.71,0.79,5.93
FOR0051,Afforestation Pune 51,Pune,0,0.71,0.7,10.01
BIO0045,BioEnergy Pune 45,Pune,3243,0.91,0.84,2.73
SOL0229,Solar Project Latur 229,Latur,8573,0.88,0.84,7.22
BIO0046,BioEnergy Pune 46,Pune,1912,0.87,0.86,1.65
BIO0047,BioEnergy Kolhapur 47,Kolhapur,3136,0.89,0.86,2.71
SOL0230,Solar Project Pune 230,Pune,10207,0.84,0.8,8.11
SOL0231,Solar Project Pune 231,Pune,9683,0.81,0.82,7.92
SOL0232,Solar Project Nanded 232,Nanded,9383,0.85,0.79,7.4
SOL0233,Solar Project Kolhapur 233,Kolhapur,11117,0.85,0.79,8.79
SOL0234,Solar Project Thane 234,Thane,7008,0.85,0.84,5.85
SOL0235,Solar Project Nagpur 235,Nagpur,10262,0.83,0.84,8.61
BIO0048,BioEnergy Pune 48,Pune,5147,0.85,0.88,4.53
SOL0236,Solar Project Nagpur 236,Nagpur,8848,0.77,0.83,7.31
SOL0237,Solar Project Nagpur 237,Nagpur,9744,0.82,0.8,7.83
WIND0107,Wind Farm Nashik 107,Nashik,15447,0.71,0.78,12.08
SOL0238,Solar Project Aurangabad 238,Aurangabad,9460,0.92,0.82,7.72
SOL0239,Solar Project Aurangabad 239,Aurangabad,7730,0.84,0.79,6.11
WIND0108,Wind Farm Ahmednagar 108,Ahmednagar,16119,0.79,0.81,13.05
FOR0052,Afforestation Nashik 52,Nashik,0,0.69,0.7,9.67
WIND0109,Wind Farm Solapur 109,Solapur,13158,0.75,0.82,10.84
SOL0240,Solar Project Aurangabad 240,Aurangabad,10184,0.76,0.8,8.1
SOL0241,Solar Project Nagpur 241,Nagpur,4677,0.86,0.83,3.88
FOR0053,Afforestation Ratnagiri 53,Ratnagiri,0,0.65,0.7,11.52
WIND0110,Wind Farm Ahmednagar 110,Ahmednagar,12968,0.76,0.8,10.34
SOL0242,Solar Project Solapur 242,Solapur,13815,0.85,0.81,11.25
FOR0054,Afforestation Nashik 54,Nashik,0,0.67,0.7,11.65
BIO0049,BioEnergy Sangli 49,Sangli,6137,0.89,0.89,5.45
SOL0243,Solar Project Satara 243,Satara,10807,0.85,0.82,8.85
BIO0050,BioEnergy Kolhapur 50,Kolhapur,3162,0.92,0.84,2.66
WIND0111,Wind Farm Mumbai 111,Mumbai,14172,0.81,0.81,11.48
SOL0244,Solar Project Amravati 244,Amravati,10546,0.77,0.81,8.58
WIND0112,Wind Farm Nashik 112,Nashik,12662,0.77,0.78,9.93
WIND0113,Wind Farm Sindhudurg 113,Sindhudurg,12787,0.74,0.79,10.04
SOL0245,Solar Project Nanded 245,Nanded,7323,0.87,0.81,5.93
SOL0246,Solar Project Solapur 246,Solapur,9370,0.77,0.82,7.68
SOL0247,Solar Project Kolhapur 247,Kolhapur,7989,0.82,0.82,6.56
SOL0248,Solar Project Pune 248,Pune,10519,0.85,0.82,8.64
FOR0055,Afforestation Mumbai 55,Mumbai,0,0.72,0.7,8.91
WIND0114,Wind Farm Solapur 114,Solapur,11375,0.76,0.79,8.94
HYDRO0072,Hydro Station Aurangabad 72,Aurangabad,11586,0.76,0.8,9.26
WIND0115,Wind Farm Nashik 115,Nashik,14405,0.72,0.79,11.36
BIO0051,BioEnergy Jalgaon 51,Jalgaon,3386,0.86,0.88,2.97
SOL0249,Solar Project Mumbai 249,Mumbai,8564,0.81,0.78,6.67
FOR0056,Afforestation Ratnagiri 56,Ratnagiri,0,0.84,0.7,13.89
SOL0250,Solar Project Kolhapur 250,Kolhapur,8385,0.85,0.8,6.68
SOL0251,Solar Project Pune 251,Pune,7631,0.89,0.77,5.88
HYDRO0073,Hydro Station Pune 73,Pune,11136,0.77,0.82,9.17
SOL0252,Solar Project Pune 252,Pune,9428,0.84,0.78,7.35
WIND0116,Wind Farm Sindhudurg 116,Sindhudurg,15475,0.8,0.8,12.39
SOL0253,Solar Project Nagpur 253,Nagpur,8622,0.9,0.81,6.96
WIND0117,Wind Farm Satara 117,Satara,14767,0.72,0.79,11.73
SOL0254,Solar Project Nagpur 254,Nagpur,9184,0.83,0.78,7.18
BIO0052,BioEnergy Sangli 52,Sangli,3282,0.92,0.85,2.8
BIO0053,BioEnergy Nashik 53,Nashik,5479,0.9,0.88,4.83
WIND0118,Wind Farm Solapur 118,Solapur,11779,0.66,0.82,9.62
SOL0255,Solar Project Satara 255,Satara,10906,0.74,0.86,9.36
SOL0256,Solar Project Aurangabad 256,Aurangabad,10716,0.81,0.79,8.46
SOL0257,Solar Project Kolhapur 257,Kolhapur,7812,0.8,0.83,6.45
SOL0258,Solar Project Nagpur 258,Nagpur,11676,0.89,0.81,9.51
BIO0054,BioEnergy Jalgaon 54,Jalgaon,3660,0.87,0.83,3.05
HYDRO0074,Hydro Station Aurangabad 74,Aurangabad,8649,0.82,0.83,7.18
SOL0259,Solar Project Latur 259,Latur,7339,0.88,0.82,6.01
FOR0057,Afforestation Pune 57,Pune,0,0.76,0.7,10.06
FOR0058,Afforestation Kolhapur 58,Kolhapur,0,0.71,0.7,11.57
SOL0260,Solar Project Pune 260,Pune,10920,0.9,0.83,9.06
WIND0119,Wind Farm Solapur 119,Solapur,11873,0.8,0.8,9.53
HYDRO0075,Hydro Station Kolhapur 75,Kolhapur,8657,0.77,0.83,7.15
HYDRO0076,Hydro Station Kolhapur 76,Kolhapur,9490,0.78,0.79,7.48
HYDRO0077,Hydro Station Nashik 77,Nashik,8790,0.74,0.81,7.11
BIO0055,BioEnergy Pune 55,Pune,5690,0.89,0.86,4.91
WIND0120,Wind Farm Ahmednagar 120,Ahmednagar,11152,0.78,0.81,9.04
SOL0261,Solar Project Pune 261,Pune,8638,0.75,0.82,7.07
BIO0056,BioEnergy Kolhapur 56,Kolhapur,4036,0.84,0.88,3.55
BIO0057,BioEnergy Sangli 57,Sangli,3621,0.9,0.88,3.19
BIO0058,BioEnergy Jalgaon 58,Jalgaon,6722,0.84,0.87,5.87
SOL0262,Solar Project Pune 262,Pune,5448,0.87,0.79,4.3
WIND0121,Wind Farm Solapur 121,Solapur,10471,0.8,0.81,8.44
WIND0122,Wind Farm Kolhapur 122,Kolhapur,11445,0.8,0.85,9.69
SOL0263,Solar Project Nashik 263,Nashik,7685,0.82,0.78,6.03
FOR0059,Afforestation Nashik 59,Nashik,0,0.74,0.7,9.96
HYDRO0078,Hydro Station Nashik 78,Nashik,7069,0.71,0.79,5.59
SOL0264,Solar Project Thane 264,Thane,8945,0.84,0.82,7.31
WIND0123,Wind Farm Ratnagiri 123,Ratnagiri,12558,0.72,0.84,10.6
SOL0265,Solar Project Solapur 265,Solapur,9347,0.81,0.84,7.89
WIND0124,Wind Farm Kolhapur 124,Kolhapur,12679,0.76,0.81,10.29
WIND0125,Wind Farm Pune 125,Pune,12325,0.71,0.8,9.88
SOL0266,Solar Project Nashik 266,Nashik,12741,0.91,0.83,10.58
WIND0126,Wind Farm Mumbai 126,Mumbai,10028,0.76,0.81,8.1
WIND0127,Wind Farm Ahmednagar 127,Ahmednagar,10990,0.78,0.84,9.19
SOL0267,Solar Project Solapur 267,Solapur,6235,0.93,0.81,5.06
FOR0060,Afforestation Pune 60,Pune,0,0.73,0.7,10.0
SOL0268,Solar Project Aurangabad 268,Aurangabad,8953,0.84,0.81,7.29
FOR0061,Afforestation Nashik 61,Nashik,0,0.69,0.7,10.95
WIND0128,Wind Farm Sindhudurg 128,Sindhudurg,15124,0.82,0.78,11.86
HYDRO0079,Hydro Station Satara 79,Satara,10764,0.71,0.77,8.31
SOL0269,Solar Project Pune 269,Pune,7840,0.86,0.82,6.43
FOR0062,Afforestation Mumbai 62,Mumbai,0,0.72,0.7,12.49
WIND0129,Wind Farm Pune 129,Pune,12732,0.84,0.81,10.27
FOR0063,Afforestation Thane 63,Thane,0,0.68,0.7,12.11
BIO0059,BioEnergy Sangli 59,Sangli,4765,0.9,0.86,4.08
WIND0130,Wind Farm Ahmednagar 130,Ahmednagar,14680,0.67,0.77,11.29
WIND0131,Wind Farm Nashik 131,Nashik,11905,0.82,0.84,10.0
WIND0132,Wind Farm Satara 132,Satara,12501,0.67,0.84,10.53
WIND0133,Wind Farm Kolhapur 133,Kolhapur,11760,0.82,0.78,9.23
SOL0270,Solar Project Satara 270,Satara,10626,0.89,0.83,8.81
BIO0060,BioEnergy Jalgaon 60,Jalgaon,4002,0.86,0.84,3.35
WIND0134,Wind Farm Pune 134,Pune,11262,0.79,0.79,8.93
SOL0271,Solar Project Amravati 271,Amravati,7664,0.9,0.79,6.03
WIND0135,Wind Farm Pune 135,Pune,10455,0.71,0.79,8.24
FOR0064,Afforestation Thane 64,Thane,0,0.71,0.7,11.05
HYDRO0080,Hydro Station Satara 80,Satara,8925,0.73,0.77,6.86
SOL0272,Solar Project Aurangabad 272,Aurangabad,8266,0.76,0.84,6.96
SOL0273,Solar Project Nagpur 273,Nagpur,7722,0.93,0.8,6.18
BIO0061,BioEnergy Nashik 61,Nashik,4535,0.93,0.85,3.87
SOL0274,Solar Project Solapur 274,Solapur,9850,0.8,0.81,8.02
SOL0275,Solar Project Nanded 275,Nanded,6245,0.82,0.83,5.19
SOL0276,Solar Project Pune 276,Pune,13177,0.94,0.82,10.78
HYDRO0081,Hydro Station Satara 81,Satara,8367,0.71,0.85,7.15
SOL0277,Solar Project Pune 277,Pune,11769,0.89,0.81,9.53
SOL0278,Solar Project Amravati 278,Amravati,7008,0.88,0.83,5.8
SOL0279,Solar Project Pune 279,Pune,8531,0.9,0.82,6.96
HYDRO0082,Hydro Station Nagpur 82,Nagpur,13219,0.79,0.79,10.42
SOL0280,Solar Project Solapur 280,Solapur,10676,0.9,0.83,8.82
WIND0136,Wind Farm Ahmednagar 136,Ahmednagar,12420,0.81,0.83,10.33
WIND0137,Wind Farm Sindhudurg 137,Sindhudurg,11561,0.73,0.83,9.65
WIND0138,Wind Farm Nashik 138,Nashik,15136,0.7,0.78,11.86
HYDRO0083,Hydro Station Nashik 83,Nashik,9340,0.76,0.81,7.57
WIND0139,Wind Farm Ahmednagar 139,Ahmednagar,9685,0.78,0.8,7.72
SOL0281,Solar Project Nanded 281,Nanded,6621,0.81,0.84,5.56
SOL0282,Solar Project Nanded 282,Nanded,11579,0.9,0.81,9.33
SOL0283,Solar Project Solapur 283,Solapur,13220,0.86,0.8,10.56
SOL0284,Solar Project Latur 284,Latur,10409,0.89,0.81,8.45
SOL0285,Solar Project Satara 285,Satara,11821,0.88,0.79,9.36
SOL0286,Solar Project Solapur 286,Solapur,9302,0.84,0.82,7.6
HYDRO0084,Hydro Station Nagpur 84,Nagpur,9900,0.81,0.8,7.95
BIO0062,BioEnergy Nashik 62,Nashik,3161,0.89,0.9,2.83
SOL0287,Solar Project Amravati 287,Amravati,8564,0.79,0.82,7.0
WIND0140,Wind Farm Ratnagiri 140,Ratnagiri,13776,0.74,0.78,10.78
SOL0288,Solar Project Nashik 288,Nashik,9062,0.84,0.79,7.14
WIND0141,Wind Farm Solapur 141,Solapur,13890,0.7,0.81,11.28
WIND0142,Wind Farm Solapur 142,Solapur,12421,0.81,0.81,10.09
WIND0143,Wind Farm Satara 143,Satara,13421,0.78,0.82,10.96
HYDRO0085,Hydro Station Pune 85,Pune,9449,0.71,0.84,7.92
SOL0289,Solar Project Pune 289,Pune,5600,0.84,0.83,4.64
BIO0063,BioEnergy Kolhapur 63,Kolhapur,4155,0.88,0.85,3.55
SOL0290,Solar Project Amravati 290,Amravati,9136,0.78,0.8,7.32
HYDRO0086,Hydro Station Pune 86,Pune,12494,0.73,0.82,10.28
WIND0144,Wind Farm Ahmednagar 144,Ahmednagar,14242,0.71,0.82,11.64
FOR0065,Afforestation Ratnagiri 65,Ratnagiri,0,0.71,0.7,11.46
SOL0291,Solar Project Kolhapur 291,Kolhapur,8921,0.84,0.82,7.29
SOL0292,Solar Project Satara 292,Satara,11863,0.88,0.84,9.92
HYDRO0087,Hydro Station Nagpur 87,Nagpur,6289,0.69,0.8,5.01
WIND0145,Wind Farm Sindhudurg 145,Sindhudurg,12246,0.84,0.8,9.8
SOL0293,Solar Project Mumbai 293,Mumbai,11109,0.86,0.78,8.67
WIND0146,Wind Farm Nashik 146,Nashik,10402,0.81,0.82,8.54
HYDRO0088,Hydro Station Satara 88,Satara,10700,0.75,0.8,8.57
BIO0064,BioEnergy Jalgaon 64,Jalgaon,5670,0.88,0.83,4.73
HYDRO0089,Hydro Station Satara 89,Satara,7095,0.78,0.82,5.8
WIND0147,Wind Farm Kolhapur 147,Kolhapur,10967,0.73,0.85,9.28
HYDRO0090,Hydro Station Kolhapur 90,Kolhapur,9172,0.7,0.85,7.78
FOR0066,Afforestation Nashik 66,Nashik,0,0.68,0.7,10.06
SOL0294,Solar Project Satara 294,Satara,9889,0.9,0.81,8.04
SOL0295,Solar Project Nanded 295,Nanded,8399,0.81,0.81,6.78
WIND0148,Wind Farm Satara 148,Satara,13715,0.7,0.81,11.12
FOR0067,Afforestation Ratnagiri 67,Ratnagiri,0,0.8,0.7,11.99
BIO0065,BioEnergy Jalgaon 65,Jalgaon,3676,0.86,0.88,3.23
WIND0149,Wind Farm Nashik 149,Nashik,14911,0.74,0.8,11.93
SOL0296,Solar Project Nagpur 296,Nagpur,12274,0.8,0.8,9.86
WIND0150,Wind Farm Ratnagiri 150,Ratnagiri,13485,0.74,0.78,10.51
SOL0297,Solar Project Latur 297,Latur,8777,0.81,0.82,7.17
SOL0298,Solar Project Amravati 298,Amravati,9041,0.76,0.8,7.24
HYDRO0091,Hydro Station Aurangabad 91,Aurangabad,7196,0.77,0.78,5.63
SOL0299,Solar Project Mumbai 299,Mumbai,6400,0.88,0.8,5.11
SOL0300,Solar Project Aurangabad 300,Aurangabad,8937,0.81,0.82,7.34
BIO0066,BioEnergy Nashik 66,Nashik,2257,0.93,0.86,1.94
SOL0301,Solar Project Amravati 301,Amravati,6147,0.89,0.79,4.87
WIND0151,Wind Farm Mumbai 151,Mumbai,12463,0.7,0.83,10.34
SOL0302,Solar Project Aurangabad 302,Aurangabad,10084,0.93,0.83,8.4
BIO0067,BioEnergy Nashik 67,Nashik,5218,0.84,0.85,4.44
WIND0152,Wind Farm Mumbai 152,Mumbai,8000,0.68,0.8,6.41
BIO0068,BioEnergy Pune 68,Pune,5643,0.89,0.85,4.77
SOL0303,Solar Project Amravati 303,Amravati,9524,0.79,0.8,7.65
WIND0153,Wind Farm Satara 153,Satara,16527,0.71,0.83,13.7
SOL0304,Solar Project Amravati 304,Amravati,7822,0.81,0.8,6.24
BIO0069,BioEnergy Nashik 69,Nashik,3753,0.93,0.9,3.38
SOL0305,Solar Project Aurangabad 305,Aurangabad,11436,0.82,0.8,9.1
WIND0154,Wind Farm Nashik 154,Nashik,12154,0.78,0.79,9.61
SOL0306,Solar Project Satara 306,Satara,8279,0.88,0.82,6.76
WIND0155,Wind Farm Solapur 155,Solapur,13063,0.74,0.79,10.27
SOL0307,Solar Project Pune 307,Pune,7000,0.81,0.82,5.77
HYDRO0092,Hydro Station Kolhapur 92,Kolhapur,9833,0.66,0.77,7.55
HYDRO0093,Hydro Station Pune 93,Pune,9647,0.81,0.82,7.88
SOL0308,Solar Project Nashik 308,Nashik,9337,0.82,0.79,7.36
WIND0156,Wind Farm Satara 156,Satara,11934,0.85,0.8,9.56
WIND0157,Wind Farm Solapur 157,Solapur,12972,0.71,0.82,10.69
SOL0309,Solar Project Solapur 309,Solapur,7860,0.87,0.78,6.13
SOL0310,Solar Project Pune 310,Pune,10501,0.79,0.82,8.6
SOL0311,Solar Project Nagpur 311,Nagpur,9650,0.83,0.83,7.96
WIND0158,Wind Farm Pune 158,Pune,10823,0.74,0.82,8.9
SOL0312,Solar Project Kolhapur 312,Kolhapur,12068,0.86,0.8,9.61
SOL0313,Solar Project Kolhapur 313,Kolhapur,6591,0.91,0.84,5.56
HYDRO0094,Hydro Station Aurangabad 94,Aurangabad,11101,0.69,0.81,9.03
